#network_SNR mass_1 mass_2 luminosity_distance dec ra theta_jn psi geocent_time phase redshift err_mass_1 err_mass_2 err_luminosity_distance err_dec err_ra err_theta_jn err_psi err_geocent_time err_phase err_sky_location
224.14048742953875 55.039324 9.989921 1014.551723 0.994547 1.056329 1.007964 5.895854 1741297200.746412 1.732198 0.200400 0.011233 0.001778 19.312388 0.082161 0.094176 0.023150 0.199344 0.000600 0.166243 0.009573
192.63679778698517 41.034008 36.919640 1984.426235 -0.155151 5.569791 1.037173 2.164928 1646907963.657579 3.496266 0.360720 0.251712 0.225163 604.171759 0.332105 0.130789 0.070487 0.317792 0.005074 0.480434 0.123654
48.448008016141934 31.818218 11.004879 2513.185465 -0.667658 0.406440 1.130301 3.081106 1793997535.708205 1.221618 0.440880 0.048412 0.014793 500.844321 0.050907 0.130143 0.162952 0.489816 0.001228 0.828544 0.015460
254.36785669468432 61.420706 34.755521 3067.421758 0.180223 3.952742 0.489298 5.917582 1793007933.085335 3.690246 0.521040 0.076306 0.042527 328.605470 0.083021 0.134452 0.025638 1.249744 0.001978 2.410354 0.016116
65.03919671972638 41.382814 30.339272 3067.421758 -1.152460 3.556761 1.146871 1.856666 1835999837.748130 0.853957 0.521040 0.273989 0.196816 1747.812637 0.230093 0.405231 0.197056 0.286821 0.003832 0.881596 0.098222
24.815102514703373 41.124358 12.043093 3067.421758 -0.040145 0.129818 1.410700 0.261941 1728836754.980074 3.524377 0.521040 0.112083 0.029032 9404.207707 0.178915 0.124755 0.578669 1.276961 0.003321 1.031497 0.069998
93.66109782568329 64.278603 26.736020 3067.421758 0.085029 1.478484 2.403102 3.418189 1688570514.358865 0.065321 0.521040 0.118235 0.047628 235.828443 0.018922 0.006840 0.057213 0.641161 0.000326 1.317151 0.000388
223.4152273598233 62.502348 21.158777 3067.421758 -1.278339 4.269815 2.681429 1.802295 1868110960.199676 5.597949 0.521040 0.035342 0.011328 407.545547 0.219835 0.386448 0.018625 0.857779 0.002591 2.114307 0.059540
111.92143187218896 52.062355 49.530508 3067.421758 -1.076215 2.698560 0.962473 4.023906 1694417977.823718 3.277294 0.521040 0.919456 0.873958 530.341402 0.095071 0.083213 0.099012 0.636086 0.001448 1.005810 0.007855
57.085796006701564 41.885775 13.856993 3644.682485 0.157003 0.992199 1.901480 3.416271 1670061983.005540 4.926751 0.601200 0.059536 0.017726 3420.627172 1.056011 0.775660 0.141113 0.443990 0.017103 0.486492 2.416546
90.9193304420418 43.459626 31.112629 3644.682485 0.750884 2.964819 1.787342 3.857602 1852551393.134301 4.972384 0.601200 0.197218 0.138123 18021.794038 9.415461 11.287037 0.196187 8.788017 0.088795 0.436212 241.685492
75.1168106118857 59.400011 54.200708 4242.781519 -0.216938 0.025839 2.280394 4.757459 1611738770.945810 5.854996 0.681360 1.334932 1.218324 895.628407 0.009073 0.016937 0.153825 0.982136 0.000210 2.115421 0.000383
60.81240752549267 76.331205 12.063724 4242.781519 -1.304642 2.958240 1.949851 5.131267 1870321302.198641 4.026209 0.681360 0.055778 0.008065 1484.777468 1.067039 2.732981 0.081341 2.306409 0.008726 0.341204 2.186956
65.96456695144326 48.339991 36.234065 4242.781519 1.133672 5.490514 2.041658 2.000911 1789731682.943023 3.879748 0.681360 0.390024 0.288577 2516.807578 0.247800 0.589249 0.194843 0.304327 0.006267 0.983582 0.144199
36.109659581181596 38.621344 14.495274 4242.781519 0.989892 2.065619 1.786157 1.494970 1634383648.989386 0.770023 0.681360 0.100087 0.034026 8713.009664 1.771124 2.918303 0.404804 2.807635 0.027868 0.715189 8.829415
86.05016684500009 53.646027 16.494982 4242.781519 0.224686 4.433400 2.400486 6.076579 1736166725.681612 1.306567 0.681360 0.056537 0.015989 690.539187 0.059428 0.155616 0.052854 0.555530 0.002528 1.243859 0.019233
126.27928241820719 40.091289 23.532382 4242.781519 0.827992 5.544532 0.102383 2.290721 1739978640.010821 5.944729 0.681360 0.073704 0.041404 112.208180 0.024692 0.036506 0.062682 0.017628 0.000423 0.035377 0.001915
18.39624152954587 34.592502 11.923818 4242.781519 0.942218 3.932891 1.376693 3.064341 1675284101.832694 2.234128 0.681360 0.139197 0.042596 18109.596352 0.893312 1.720566 0.777584 2.367049 0.021911 1.377439 2.716479
134.41270916625902 60.853193 56.018796 4242.781519 -0.386725 0.978132 0.384252 4.240639 1584878824.759004 2.817653 0.681360 1.188111 1.094311 214.062799 0.013363 0.048988 0.108494 11.368236 0.000288 22.695051 0.000975
265.67615205219244 70.917492 67.781176 4859.779763 -1.061233 5.473766 2.714241 1.361294 1890351173.446707 4.654037 0.761520 0.874329 0.837444 338.777376 0.803426 1.097105 0.050625 4.298888 0.001206 7.192766 0.362847
45.159628213367895 37.010839 15.509444 4859.779763 0.128159 3.233049 1.088899 3.475317 1610474608.027033 4.464481 0.761520 0.087195 0.033467 2647.013569 0.323181 0.637757 0.174234 0.227572 0.005427 0.951653 0.570663
45.4868857864767 47.351384 12.140132 4859.779763 0.413537 1.186240 1.515903 3.390336 1761699548.136919 4.437631 0.761520 0.062532 0.014257 26980.703162 19.065124 19.100895 0.017608 10.307328 0.116434 0.058740 1037.666249
98.80409459117287 62.295891 55.396616 4859.779763 -0.467266 1.655641 1.553996 3.789512 1784582941.411210 2.060395 0.761520 0.771400 0.687003 45992.550358 38.785197 46.620862 0.006846 25.951351 0.195843 0.027881 5065.885387
62.38180871580061 51.645512 31.737764 4859.779763 0.409552 4.664508 1.965185 2.406791 1834367755.288845 2.234742 0.761520 0.248698 0.149425 2725.269032 0.288493 0.652972 0.150462 0.842850 0.009390 0.696636 0.542721
80.04249944265256 53.291865 52.316714 5493.962576 0.666355 1.817407 2.479101 3.759563 1675052252.199859 0.282165 0.841680 1.872325 1.837819 1090.981160 0.018292 0.110445 0.148516 2.657420 0.001543 5.084223 0.003559
23.576232854619626 36.200301 11.567316 5493.962576 0.944822 5.790385 2.210301 4.223185 1704156840.813561 5.980904 0.841680 0.111794 0.031512 2196.753014 0.036155 0.137732 0.292486 1.074453 0.000670 2.686577 0.007929
37.89217586694731 58.781987 36.485670 5493.962576 0.323771 2.132446 1.780888 3.032670 1794852400.248160 6.213278 0.841680 0.545567 0.333962 12190.200352 0.755211 1.071916 0.452849 0.699737 0.017718 0.874591 2.381065
18.832071874037588 43.309039 41.734881 5493.962576 0.193513 0.176548 1.344582 6.105342 1614409802.016852 4.558370 0.841680 4.145989 3.989167 35777.048663 0.622229 0.551634 1.422477 0.999700 0.014088 2.647160 0.995573
76.56599881419248 43.336683 41.713297 5493.962576 -0.475872 0.366663 1.784934 4.118912 1623181939.291420 5.036154 0.841680 0.977684 0.939847 52943.566237 38.332765 33.663882 0.071948 19.071388 0.204488 0.159272 3601.503035
129.04514665450836 53.568449 45.998426 5493.962576 0.405167 1.515930 0.988176 0.869938 1878370336.351664 0.536225 0.841680 0.460291 0.394133 14940.825586 8.230496 12.950613 0.085460 6.567656 0.055426 0.596528 207.001419
71.84096993561808 64.394396 34.567818 5493.962576 0.433281 1.858687 2.238043 0.841986 1605733610.067068 1.623640 0.841680 0.241472 0.128006 1003.764071 0.038368 0.167252 0.082573 0.655541 0.002328 1.038529 0.017531
79.93375725288226 74.363042 54.437059 5493.962576 -0.110627 1.915534 1.274595 4.716865 1615571057.340916 2.101265 0.841680 0.616758 0.456727 6153.306769 1.064074 0.930722 0.134122 0.439820 0.018997 0.465676 2.793505
95.87175978229469 57.800224 40.285111 5493.962576 1.522982 4.930056 0.955456 0.657467 1613388522.026870 1.660592 0.841680 0.296903 0.205405 383.056238 0.478415 7.281703 0.084232 6.648974 0.002469 0.832999 0.272033
82.7675804918146 47.516110 24.296978 6143.816270 -0.115741 2.279747 0.455529 4.505964 1888282824.926749 1.003080 0.921840 0.114233 0.055838 873.545959 0.090559 0.115965 0.073395 4.283730 0.002250 8.530869 0.015741
39.27763895954534 43.907375 43.730566 6143.816270 -0.134489 0.099360 1.828309 0.815797 1718835304.723936 2.415741 0.921840 2.207969 2.198218 4066.940997 0.743703 0.880902 0.447603 1.667405 0.014073 1.303388 1.959947
95.0582102401114 70.070671 67.258192 6143.816270 0.369085 2.672373 2.837134 4.600161 1812957900.952323 3.667359 0.921840 3.270036 3.143719 665.077102 0.034053 0.007109 0.190128 40.207503 0.000587 80.470079 0.000707
64.5299932642212 53.717388 31.609463 6143.816270 -0.187639 3.655647 2.527737 6.129136 1600766697.999875 5.941979 0.921840 0.253556 0.145699 894.339297 0.082469 0.019089 0.115713 2.357210 0.001381 4.788073 0.004380
27.141646119950018 58.548471 18.945806 6143.816270 1.402033 4.151462 1.587521 4.868362 1670265084.621575 3.449914 0.921840 0.211145 0.063731 146529.546755 23.705347 126.784164 0.245670 134.390025 0.294752 0.671857 1419.621900
138.0361752778609 87.942726 84.465867 6143.816270 -0.479245 3.682464 2.965013 0.744077 1874613700.579080 5.044542 0.921840 4.018578 3.874045 500.457203 0.037250 0.028047 0.190608 204.389612 0.000851 408.778826 0.001026
208.42975884964264 83.888124 66.453345 6143.816270 -1.326527 4.002279 2.758057 1.590231 1639944744.475397 1.979564 0.921840 0.541321 0.434633 616.186380 0.129116 1.493027 0.046232 3.472115 0.001917 9.554528 0.079332
72.27363650374348 87.524014 62.163452 6143.816270 0.800382 2.474100 2.415769 3.993750 1839052376.024282 2.411720 0.921840 0.987317 0.714194 951.190565 0.011738 0.019622 0.104799 1.623255 0.000246 3.285145 0.000366
44.74129021533786 47.987159 23.127464 6808.005152 -0.281796 0.089607 1.715953 1.437249 1820750495.800218 0.337529 1.002000 0.178154 0.081945 98208.007418 35.067086 27.147547 0.222575 13.432251 0.307842 0.365218 2851.807692
31.551426495550782 55.186291 24.809925 6808.005152 -0.949457 2.957429 1.200983 4.169422 1595843459.480750 6.169726 1.002000 0.284851 0.122530 4289.733935 0.210865 0.675753 0.247777 1.331158 0.006840 1.056700 0.257010
114.95503510357888 47.742255 25.438213 6808.005152 0.791100 2.154289 2.763371 3.199349 1800839696.428437 2.381112 1.002000 0.090835 0.046449 1518.207599 1.424040 0.713099 0.056332 5.947007 0.004533 11.882281 1.826933
15.27023562050794 35.342327 12.085433 6808.005152 0.728510 1.023927 1.610399 0.189409 1767163875.450694 5.148739 1.002000 0.179083 0.054559 21855.312878 8.112961 1.920745 3.378057 7.980722 0.162812 1.304424 35.723530
119.75589723408581 82.755353 55.056441 6808.005152 -0.993130 1.705278 0.243047 4.498930 1848799812.936559 6.047583 1.002000 0.484653 0.327455 172.316369 0.035795 0.048194 0.068028 28.115800 0.000288 56.346387 0.001922
59.505046189180696 55.526980 35.804636 7485.349980 -0.171795 1.922284 0.840355 3.956979 1599492099.120383 5.053840 1.082160 0.364316 0.231485 665.806716 0.212598 0.236611 0.151522 1.262840 0.001432 2.075310 0.067144
130.61789145166827 45.573631 37.623611 7485.349980 0.421992 2.890433 0.274357 4.566393 1629716656.919574 5.838365 1.082160 0.301075 0.246364 10945.891574 3.698533 2.217567 0.126791 34.133036 0.030118 66.656635 8.904255
63.175739289273714 57.007042 36.152773 7485.349980 -1.029541 2.285565 1.918061 2.111887 1819064551.817952 1.867623 1.082160 0.316199 0.197808 36414.575379 9.267390 15.456233 0.150803 13.088079 0.096302 0.596008 198.698375
67.41738468743834 67.022044 51.362577 7485.349980 0.669810 5.767160 1.451417 0.678161 1744274598.660813 1.191181 1.082160 0.703184 0.541844 78713.697142 66.717133 73.190260 0.023220 47.325305 0.220375 0.068634 12024.756360
124.19159645437311 73.093436 59.599685 7485.349980 0.969368 5.803657 0.553849 5.758022 1890217213.261879 1.158119 1.082160 0.757981 0.622074 681.188486 0.283683 0.237322 0.077289 2.017540 0.001239 4.662789 0.044806
31.2121920420499 58.143902 15.399968 7485.349980 -1.230045 1.567706 1.488548 4.389772 1767861567.096452 3.213714 1.082160 0.135397 0.032899 154854.780390 43.581755 66.124651 0.346352 56.666526 0.446782 0.382949 3024.263799
55.69876593564762 89.500211 78.207408 7485.349980 -0.318687 0.552125 1.328472 0.619358 1807274556.697818 6.272724 1.082160 2.037146 1.803292 11394.185607 1.048968 0.938875 0.246946 0.466858 0.019371 0.620881 2.924730
31.105909118185146 89.138394 51.187155 7485.349980 0.395714 5.020795 1.752972 4.574227 1628994172.914618 4.039241 1.082160 0.996140 0.588012 18859.383343 0.946458 0.810496 0.488247 0.842860 0.016057 0.801678 2.216318
35.38514993577092 58.310287 49.762520 7485.349980 0.122838 5.379805 1.271125 0.600480 1848207756.396469 6.038048 1.082160 1.733466 1.478387 6015.095184 0.329721 0.491116 0.411077 1.189488 0.007531 1.345331 0.490681
89.20457685788331 82.122368 76.515882 7485.349980 0.456191 5.740872 1.368248 0.615641 1579354131.499997 2.649288 1.082160 1.379192 1.292476 130535.509623 67.007914 61.605449 0.111669 34.128388 0.364314 0.281057 11636.871183
57.28968504019392 71.793522 46.933912 8174.808307 -0.983349 0.295861 1.571798 1.575946 1667637835.464296 2.523676 1.162320 0.535828 0.353448 161668.696903 70.921416 115.340454 0.008741 86.959548 0.413591 0.049413 14189.323276
46.72884963314005 75.135193 47.290976 8174.808307 -0.811592 5.675341 0.716417 0.207438 1674818410.590375 1.654231 1.162320 0.780348 0.495058 2019.201976 0.015726 0.015996 0.154787 2.132552 0.000393 4.257264 0.000540
19.035003238413633 71.654528 13.179773 8174.808307 -0.590353 2.463992 1.061866 3.755783 1638412225.608623 1.119590 1.162320 0.198383 0.033576 4432.734477 0.090146 0.242037 0.266823 0.739496 0.002362 1.601947 0.053969
69.30939199219185 49.978956 19.742976 8174.808307 -0.929986 1.890732 2.348047 4.449143 1748823457.848771 2.957496 1.162320 0.092667 0.034287 13626.906002 9.817215 4.569728 0.084381 3.185066 0.034064 1.430829 72.986552
21.61216519119406 61.095033 17.171416 8174.808307 -0.974785 0.283329 1.237564 1.081600 1656465410.467423 2.860525 1.162320 0.237009 0.061773 9437.144759 0.463577 1.049345 0.378768 1.686958 0.011605 1.097121 0.838497
33.36394526259468 93.008930 65.430225 8174.808307 0.215998 0.157345 1.636077 4.190700 1625519433.272667 4.159177 1.162320 1.656163 1.199732 42223.892090 3.201968 1.233217 1.303707 4.798698 0.040002 0.799145 9.901557
36.07119840533271 34.034852 16.683164 8174.808307 0.672967 5.873185 0.904567 2.877455 1761575409.665290 5.434042 1.162320 0.127436 0.057966 4380.219271 0.698389 0.868067 0.227859 0.304939 0.006336 2.441691 0.724414
24.694728984403245 53.865402 42.709453 8174.808307 -1.049497 0.801491 1.494420 1.859139 1813825127.748462 2.939248 1.162320 1.616396 1.274109 51394.473252 2.801234 8.509680 1.773913 14.676917 0.062231 1.632616 28.946670
79.19189832897986 49.580462 39.672626 8174.808307 -0.652158 0.921289 0.854513 3.035760 1890393060.248142 2.013685 1.162320 0.466110 0.369979 11591.637938 0.571902 2.877969 0.122523 1.013944 0.027291 1.780474 3.377520
29.39302934286893 62.394719 19.011005 8875.456887 0.076134 1.439857 1.202934 3.273967 1831015124.497400 5.263008 1.242480 0.199298 0.056916 11703.094555 1.056736 0.981516 0.233251 0.592395 0.020584 0.844098 2.892612
20.439492890221768 48.419426 21.013540 8875.456887 0.278799 5.676120 2.095825 5.155035 1832954745.433221 1.323319 1.242480 0.329291 0.134388 8140.193132 0.152852 0.165844 0.380882 1.314152 0.004409 2.499250 0.048005
53.441458400109184 72.808841 45.048082 8875.456887 -0.399823 0.633090 1.990942 1.380683 1887436206.756253 5.303357 1.242480 0.562396 0.349604 11074.602901 0.958311 1.310147 0.193713 0.507071 0.021011 0.772767 3.189849
34.66349281858052 80.717888 59.180213 8875.456887 -0.003171 4.418970 1.313447 0.411620 1582926271.405306 2.049694 1.242480 1.600830 1.192816 13026.983953 0.710380 0.498984 0.337580 0.988848 0.013853 1.108527 1.055608
24.74692454334773 95.779861 22.494563 9586.565474 1.024308 2.473209 1.076862 0.193967 1610106256.301953 5.815651 1.322650 0.321654 0.076035 2042.473343 0.050452 0.260362 0.153253 1.017693 0.001582 1.266414 0.020857
42.06057669143759 49.850805 21.807361 9586.565474 -0.369622 5.266145 1.171216 4.861938 1745770804.074819 0.058876 1.322650 0.168640 0.069965 51384.753292 13.908637 21.964571 0.176836 11.644906 0.114482 0.626142 870.883874
105.38087290848404 85.161890 72.937737 9586.565474 -1.036560 2.316760 2.179414 5.649379 1700671779.659791 2.130656 1.322650 1.115767 0.967549 29065.293852 7.569508 7.791164 0.078934 7.040173 0.062278 0.742267 58.507336
56.556428536676066 97.311579 70.786127 9586.565474 -1.080146 4.841062 0.728876 5.418885 1767090587.411397 2.182059 1.322650 1.554821 1.162122 1101.330366 0.014044 0.145651 0.120985 1.431898 0.000402 3.256606 0.003022
23.601120614012995 100.698142 16.407548 9586.565474 0.715746 6.125795 1.693664 3.336833 1776055403.371298 3.149530 1.322650 0.218451 0.035205 55572.940572 5.453801 12.483864 0.507166 10.407074 0.134099 0.637033 157.179832
31.37616136806149 66.190996 21.312195 9586.565474 -0.054927 4.305871 2.099160 4.148574 1732285184.686118 3.630048 1.322650 0.231221 0.070850 5935.121415 0.462548 0.282683 0.196631 0.689963 0.008964 1.182812 0.325048
69.12415266501246 88.898616 86.601956 9586.565474 -0.012650 4.129106 0.544349 4.440122 1715970103.223347 0.582272 1.322650 3.879174 3.787289 1526.025791 0.064780 0.014371 0.152270 5.007666 0.001069 10.106097 0.002278
19.461710384219764 49.555038 21.061186 9586.565474 0.279732 4.635419 1.200058 5.845895 1811187373.479808 4.810255 1.322650 0.344285 0.137840 15003.823745 0.643323 0.621948 0.468757 0.991260 0.014550 1.655136 1.085123
22.887131290933837 48.820524 14.101110 9586.565474 0.862467 3.716236 2.366953 3.960433 1846376141.345993 6.142982 1.322650 0.166909 0.043516 1342.759878 0.116691 0.131117 0.196867 2.290900 0.001039 4.138992 0.017341
52.04501289825843 61.217923 33.489733 9586.565474 0.433313 4.169895 2.647972 4.717460 1886633078.891066 2.153407 1.322650 0.341405 0.183628 1093.207821 0.054663 0.103937 0.112613 5.276912 0.001313 10.519807 0.008550
28.86919380649261 87.040124 70.773004 9586.565474 0.313431 1.644920 1.351042 3.495094 1712707940.682249 3.113470 1.322650 3.009081 2.486197 19212.524475 0.379631 0.522503 0.484765 1.104898 0.010001 1.378284 0.573442
38.375783493412776 61.853935 57.727886 9586.565474 -0.354170 0.439240 1.996714 3.936230 1845877601.592848 1.675865 1.322650 2.743118 2.562092 11221.701400 0.648207 0.470007 0.306772 0.828410 0.013582 1.468475 0.730131
51.74952418104091 95.766227 31.365391 9586.565474 -0.138854 2.627882 2.258042 2.317470 1622313837.384780 0.828725 1.322650 0.259453 0.086994 2241.478974 0.247419 0.074455 0.074006 0.572000 0.003685 0.994727 0.053227
